v1,v2,v3,v4,v5
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,,,
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,,,
ham,May i call You later Pls,,,
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,,,
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,,,
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",,,
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,,,
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,,,
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,,,
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,,,
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",,,
ham,Ya even those cookies have jelly on them,,,
spam,Срочно нужны деньги? Получи за 5 минут без отказа! instant-money.net,,,
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,
ham,ARR birthday today:) i wish him to get more oscar.,,,
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,,,
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",,,
ham,I'm done. C Ì_ there.,,,
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,,,
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,,,
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,
ham,U dun say so early hor... U c already then say...,,,
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,,,
ham,When are you going to ride your bike?,,,
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv",,,
ham,Dont talk to him ever ok its my word.,,,
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
ham,Am only searching for good dual sim mobile pa.,,,
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,,,
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,,,
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",,,
ham,"* Was really good to see you the other day dudette, been missing you!",,,
ham,You sure your neighbors didnt pick it up,,,
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,,,
ham,Hows the street where the end of library walk is?,,,
ham,Neshanth..tel me who r u?,,,
ham,Are you willing to go for apps class.,,,
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,,,
ham,K..k..i'm also fine:)when will you complete the course?,,,
ham,When you came to hostel.,,,
ham,"Не могу дозвониться до тебя, перезвони когда будет время",,,
ham,Ok lor.,,,
ham,Sorry de i went to shop.,,,
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,,,
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,,,
ham,Sorry. || mail? || ,,,
ham,Pls i wont belive god.not only jesus.,,,
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,,,
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,
ham,Delhi and chennai still silent.,,,
ham,I'm job profile seems like bpo..,,,
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",,,
ham,Are you this much buzy,,,
ham,I dont know exactly could you ask chechi.,,,
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",,,
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",,,
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",,,
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,,,
ham,"Lets use it next week, princess :)",,,
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,,,
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,,,
spam,You have 1 new message. Call 0207-083-6089,,,
ham,"Sorry battery died, yeah I'm here",,,
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",,,
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,,,
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,,,
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,,,
ham,Oh wow thats gay. Will firmware update help,,,
ham,"Good stuff, will do.",,,
ham,Sure! I am driving but will reach my destination soon.,,,
ham,Lol alright i was thinkin that too haha,,,
spam,ВНИМАНИЕ ВОДИТЕЛИ! Штрафы ГИБДД списаны! Проверь на gibdd-info.ru,,,
ham,WHAT TIME U WRKIN?,,,
ham,Must come later.. I normally bathe him in da afternoon mah..,,,
ham,Not course. Only maths one day one chapter with in one month we can finish.,,,
ham,So i asked how's anthony. Dad. And your bf,,,
ham,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,,,
ham,U're welcome... Caught u using broken english again...,,,
ham,Oh did you charge camera,,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,,,
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,,,
ham,Thts wat Wright Brother did to fly..,,,
ham,They finally came to fix the ceiling.,,,
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",,,
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",,,
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",,,
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",,,
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,,,
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,,,
spam,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),,,
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,,,
ham,"What will we do in the shower, baby?",,,
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,,,
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,,,
ham,Can do lor...,,,
ham,"Yup. Anything lor, if u dun wan it's ok...",,,
ham,"Sir, I am waiting for your mail.",,,
ham,Can u look 4 me in da lib i got stuff havent finish yet.,,,
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,,,
ham,That's a shame! Maybe cld meet for few hrs tomo?,,,
ham,U still painting ur wall?,,,
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,,,
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,,,
ham,Did you show him and wot did he say or could u not c him 4 dust?,,,
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,,,
ham,Jus came back fr lunch wif my sis only. U leh?,,,
ham,2 laptop... I noe infra but too slow lar... I wan fast one,,,
ham,Yes its possible but dint try. Pls dont tell to any one k,,,
ham,R u saying i should re order the slippers cos i had to pay for returning it.,,,
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",,,
ham,"That's very rude, you on campus?",,,
ham,That depends. How would you like to be treated? :),,,
ham,And he's apparently bffs with carly quick now,,,
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",,,
ham,He telling not to tell any one. If so treat for me hi hi hi,,,
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,,,
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,,,
spam,SMS. ac sun0819 posts HELLO:\You seem cool,,,
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",,,
ham,Carlos'll be here in a minute if you still need to buy,,,
ham,Go fool dont cheat others ok,,,
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,,,
ham,Ok then i come n pick u at engin?,,,
ham,You got called a tool?,,,
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,,,
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),,,
ham,"If you want to mapquest it or something look up \usf dogwood drive\""",,,
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",,,
spam,ЭКСТРЕННО! Ваш аккаунт взломан! Смените пароль немедленно: security-account.com,,,
spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",,,
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.,,,
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,,,
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,,,
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",,,
ham,"sorry brah, just finished the last of my exams, what up",,,
ham,Are there TA jobs available? Let me know please cos i really need to start working,,,
ham,Tmr timin still da same wat cos i got lesson until 6...,,,
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",,,
ham,Jokin only lar... :-) depends on which phone my father can get lor...,,,
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",,,
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
ham,You getting back any time soon?,,,
ham,No no. I will check all rooms befor activities,,,
ham,Send me the new number,,,
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",,,
ham,Well I'm going to be an aunty!,,,
ham,K k :-):-) then watch some films.,,,
ham,Same to u...,,,
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),,,
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,,,
ham,You'll never believe this but i have actually got off at taunton. Wow,,,
ham,Enjoy urself tmr...,,,
ham,Good Morning plz call me sir,,,
ham,"Better than bb. If he wont use it, his wife will or them doctor",,,
ham,I've been trying to reach him without success,,,
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,,,
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,,,
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,,,
spam,Поздравляем! Ваш номер выбран для получения 500000 руб! Звоните прямо сейчас!,,,
ham,"The table's occupied, I'm waiting by the tree",,,
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,,,
ham,Do you know when the result.,,,
ham,I'm leaving my house now.,,,
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,,,
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,,,
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,
ham,:) ,,,
ham,Some are lasting as much as 2 hours. You might get lucky.,,,
ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,,,
ham,I dont want to hear philosophy. Just say what happen,,,
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",,,
ham,You are not bothering me but you have to trust my answers. Pls.,,,
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,,,
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,,,
ham,"Yep, by the pretty sculpture",,,
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,,,
ham,So what about you. What do you remember,,,
ham,If you ask her or she say any please message.,,,
ham,Not getting anywhere with this damn job hunting over here!,,,
ham,I'm not coming home 4 dinner.,,,
ham,I have no money 4 steve mate! !,,,
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",,,
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,,,
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,,,
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",,,
ham,I'm aight. Wat's happening on your side.,,,
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,,,
ham,Ok,,,
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800,,,
ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,,,
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,,,
ham,No but the bluray player can,,,
ham,Dear are you angry i was busy dear,,,
ham,So dont use hook up any how,,,
ham,Can Ì_ send me a copy of da report?,,,
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",,,
ham,Nope... C Ì_ then...,,,
ham,"Nope, I'm still in the market",,,
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",,,
ham,"Yes..but they said its IT.,",,,
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,,,
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.,,,
ham,Omg how did u know what I ate?,,,
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,,,
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",,,
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",,,
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,,,
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,,,
ham,Yesterday its with me only . Now am going home.,,,
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,,,
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",,,
ham,I havent add Ì_ yet right.. ,,,
ham,Now got tv 2 watch meh? U no work today?,,,
ham,I am in bus on the way to calicut,,,
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,,,
ham,I called but no one pick up e phone. I ask both of them already they said ok.,,,
ham,You're right I have now that I think about it,,,
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",,,
ham,Sent me ur email id soon,,,
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",,,
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,,,
ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",,,
ham,See you there! ,,,
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,,,
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",,,
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",,,
ham,Sorry for the delay. Yes masters,,,
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,,,
ham,have * good weekend.,,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,,,
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,,,
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,,,
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",,,
ham,Ok...,,,
ham,I was gonna ask you lol but i think its at 7,,,
ham,Ok lor. Msg me b4 u call.,,,
ham,Yay can't wait to party together!,,,
ham,Just got to  &lt;#&gt;,,,
ham,"A few people are at the game, I'm at the mall with iouri and kaila",,,
ham,Well I might not come then...,,,
ham,"I am in tirupur da, once you started from office call me.",,,
ham,R Ì_ going 4 today's meeting?,,,
ham,How come she can get it? Should b quite diff to guess rite...,,,
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",,,
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",,,
ham,Cuz ibored. And don wanna study,,,
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",,,
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),,,
ham,I thank you so much for all you do with selflessness. I love you plenty.,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,,,
ham,I dunno lei... Like dun haf...,,,
ham,Its normally hot mail. Com you see!,,,
ham,"Just arrived, see you in a couple days &lt;3",,,
ham,"Goodnight, sleep well da please take care pa. Please.",,,
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,,,
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,,
ham,Yup no more already... Thanx 4 printing n handing it up.,,,
ham,How much it will cost approx . Per month.,,,
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",,,
ham,Shall i start from hear.,,,
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,,,
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,,,
ham,"Not yet chikku..going to room nw, i'm in bus..",,,
ham,Staff of placement training in Amrita college.,,,
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,,,
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,,,
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,,,
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,,,
ham,Yup n her fren lor. I'm meeting my fren at 730.,,,
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,,,
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",,,
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),,,
ham,"Отличная погода, пойдем гулять?",,,
ham,I fetch yun or u fetch?,,,
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,,,
ham,Oh all have to come ah?,,,
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,,,
ham,Ok... Sweet dreams...,,,
ham,Oh dang! I didn't mean o send that to you! Lol!,,,
ham,I'll text now! All creepy like so he won't think that we forgot,,,
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,,,
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,,,
ham,Lol boo I was hoping for a laugh,,,
ham,Somebody should go to andros and steal ice,,,
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",,,
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",,,
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,,,
ham,Ok... Let u noe when i leave my house.,,,
ham,Si si. I think ill go make those oreo truffles.,,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT,,,
ham,Are u awake? Is there snow there?,,,
ham,Maybe you should find something else to do instead???,,,
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,,,
ham,Beauty sleep can help ur pimples too.,,,
ham,Try neva mate!!,,,
ham,No need to say anything to me. I know i am an outsider,,,
ham,"I'm not sure, I was just checking out what was happening around the area",,,
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",,,
ham,Dear got bus directly to calicut,,,
ham,Ok then i'll let him noe later n ask him call u tmr...,,,
ham,Thts god's gift for birds as humans hav some natural gift frm god..,,,
ham,"Now, whats your house # again ? And do you have any beer there ?",,,
ham,Change windows logoff sound..,,,
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,,,
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,,,
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",,,
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,,,
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",,,
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",,,
ham,Okay... We wait ah,,,
ham,Dear i have reache room,,,
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
ham,Oh k.i think most of wi and nz players unsold.,,,
ham,"Yeah why not, is the gang all ready",,,
ham,No message..no responce..what happend?,,,
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,,,
ham,K come to nordstrom when you're done,,,
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",,,
ham,I'm on da bus going home...,,,
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",,,
ham,Come to my home for one last time i wont do anything. Trust me.,,,
ham,Now press conference da:),,,
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,,,
ham,Nope... Juz off from work...,,,
ham,Hmmm:)how many players selected?,,,
ham,Also remember to get dobby's bowl from your car,,,
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,,,
ham,Nope i'll come online now..,,,
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,,,
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,,,
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),,,
ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,,,
ham,What should i eat fo lunch senor,,,
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,,,
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,,,
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,,,
ham,I went to ur hon lab but no one is there.,,,
ham,Lol now I'm after that hot air balloon!,,,
ham,Well that must be a pain to catch,,,
ham,You know what hook up means right?,,,
ham,Are you ok. What happen to behave like this,,,
ham,Probably a couple hours tops,,,
ham,Customer place i will call you,,,
ham,I said its okay. Sorry,,,
ham,I know you are. Can you pls open the back?,,,
ham,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,,,
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,,,
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,,,
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,,,
ham,Dunno dat's wat he told me. Ok lor...,,,
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",,,
